@RELATION DepthMaps 
@ATTRIBUTE dynamic_shape_context0 numeric
@ATTRIBUTE dynamic_shape_context1 numeric
@ATTRIBUTE dynamic_shape_context2 numeric
@ATTRIBUTE dynamic_shape_context3 numeric
@ATTRIBUTE dynamic_shape_context4 numeric
@ATTRIBUTE dynamic_shape_context5 numeric
@ATTRIBUTE dynamic_shape_context6 numeric
@ATTRIBUTE dynamic_shape_context7 numeric
@ATTRIBUTE dynamic_shape_context8 numeric
@ATTRIBUTE dynamic_shape_context9 numeric
@ATTRIBUTE dynamic_shape_context10 numeric
@ATTRIBUTE dynamic_shape_context11 numeric
@ATTRIBUTE dynamic_shape_context12 numeric
@ATTRIBUTE dynamic_shape_context13 numeric
@ATTRIBUTE dynamic_shape_context14 numeric
@ATTRIBUTE dynamic_shape_context15 numeric
@ATTRIBUTE dynamic_shape_context16 numeric
@ATTRIBUTE dynamic_shape_context17 numeric
@ATTRIBUTE dynamic_shape_context18 numeric
@ATTRIBUTE dynamic_shape_context19 numeric
@ATTRIBUTE dynamic_shape_context20 numeric
@ATTRIBUTE dynamic_shape_context21 numeric
@ATTRIBUTE dynamic_shape_context22 numeric
@ATTRIBUTE dynamic_shape_context23 numeric
@ATTRIBUTE dynamic_shape_context24 numeric
@ATTRIBUTE dynamic_shape_context25 numeric
@ATTRIBUTE dynamic_shape_context26 numeric
@ATTRIBUTE dynamic_shape_context27 numeric
@ATTRIBUTE dynamic_shape_context28 numeric
@ATTRIBUTE dynamic_shape_context29 numeric
@ATTRIBUTE dynamic_shape_context30 numeric
@ATTRIBUTE dynamic_shape_context31 numeric
@ATTRIBUTE dynamic_shape_context32 numeric
@ATTRIBUTE dynamic_shape_context33 numeric
@ATTRIBUTE dynamic_shape_context34 numeric
@ATTRIBUTE dynamic_shape_context35 numeric
@ATTRIBUTE dynamic_shape_context36 numeric
@ATTRIBUTE dynamic_shape_context37 numeric
@ATTRIBUTE dynamic_shape_context38 numeric
@ATTRIBUTE dynamic_shape_context39 numeric
@ATTRIBUTE dynamic_shape_context40 numeric
@ATTRIBUTE dynamic_shape_context41 numeric
@ATTRIBUTE dynamic_shape_context42 numeric
@ATTRIBUTE dynamic_shape_context43 numeric
@ATTRIBUTE dynamic_shape_context44 numeric
@ATTRIBUTE dynamic_shape_context45 numeric
@ATTRIBUTE dynamic_shape_context46 numeric
@ATTRIBUTE dynamic_shape_context47 numeric
@ATTRIBUTE dynamic_shape_context48 numeric
@ATTRIBUTE dynamic_shape_context49 numeric
@ATTRIBUTE class { A B C D E F G H I J K L M N O P Q R S T U V  } 

 @DATA 
-0.138482,-0.138482,-0.138482,-0.138482,-0.138482,-0.138482,-0.138482,-0.138482,-0.138482,-0.138482,-0.138482,-0.138482,-0.138482,-0.138482,-0.138482,-0.138482,-0.138482,-0.138482,-0.138482,-0.138482,-0.138482,-0.138482,-0.138482,-0.138482,-0.138482,-0.138482,-0.138482,-0.138482,-0.138482,-0.138482,-0.138482,-0.138482,-0.138482,-0.138482,-0.138482,-0.138482,-0.138482,-0.138482,-0.138482,-0.138482,-0.138482,-0.138482,-0.138482,-0.138482,-0.138482,-0.138482,-0.138482,-0.138482,-0.138482,-0.138482,F
-0.140546,-0.140546,-0.140546,-0.140546,-0.140546,-0.140546,-0.140546,-0.140546,-0.140546,-0.140546,-0.140546,-0.140546,-0.140546,-0.140546,-0.140546,-0.140546,-0.140546,-0.140546,-0.140546,-0.140546,-0.140546,-0.140546,-0.140546,-0.140546,-0.140546,-0.140546,-0.140546,-0.140546,-0.140546,-0.140546,-0.140546,-0.140546,-0.140546,-0.140546,-0.140546,-0.140546,-0.140546,-0.140546,-0.140546,-0.140546,-0.140546,-0.140546,-0.140546,-0.140546,-0.140546,-0.140546,-0.140546,-0.140546,-0.140546,-0.140546,F
-0.140049,-0.140049,-0.140049,-0.140049,-0.140049,-0.140049,-0.140049,-0.140049,-0.140049,-0.140049,-0.140049,-0.140049,-0.140049,-0.140049,-0.140049,-0.140049,-0.140049,-0.140049,-0.140049,-0.140049,-0.140049,-0.140049,-0.140049,-0.140049,-0.140049,-0.140049,-0.140049,-0.140049,-0.140049,-0.140049,-0.140049,-0.140049,-0.140049,-0.140049,-0.140049,-0.140049,-0.140049,-0.140049,-0.140049,-0.140049,-0.140049,-0.140049,-0.140049,-0.140049,-0.140049,-0.140049,-0.140049,-0.140049,-0.140049,-0.140049,F
-0.140825,-0.140825,-0.140825,-0.140825,-0.140825,-0.140825,-0.140825,-0.140825,-0.140825,-0.140825,-0.140825,-0.140825,-0.140825,-0.140825,-0.140825,-0.140825,-0.140825,-0.140825,-0.140825,-0.140825,-0.140825,-0.140825,-0.140825,-0.140825,-0.140825,-0.140825,-0.140825,-0.140825,-0.140825,-0.140825,-0.140825,-0.140825,-0.140825,-0.140825,-0.140825,-0.140825,-0.140825,-0.140825,-0.140825,-0.140825,-0.140825,-0.140825,-0.140825,-0.140825,-0.140825,-0.140825,-0.140825,-0.140825,-0.140825,-0.140825,F
-0.141545,-0.141545,-0.141545,-0.141545,-0.141545,-0.141545,-0.141545,-0.141545,-0.141545,-0.141545,-0.141545,-0.141545,-0.141545,-0.141545,-0.141545,-0.141545,-0.141545,-0.141545,-0.141545,-0.141545,-0.141545,-0.141545,-0.141545,-0.141545,-0.141545,-0.141545,-0.141545,-0.141545,-0.141545,-0.141545,-0.141545,-0.141545,-0.141545,-0.141545,-0.141545,-0.141545,-0.141545,-0.141545,-0.141545,-0.141545,-0.141545,-0.141545,-0.141545,-0.141545,-0.141545,-0.141545,-0.141545,-0.141545,-0.141545,-0.141545,F
-0.135527,-0.135527,-0.135527,-0.135527,-0.135527,-0.135527,-0.135527,-0.135527,-0.135527,-0.135527,-0.135527,-0.135527,-0.135527,-0.135527,-0.135527,-0.135527,-0.135527,-0.135527,-0.135527,-0.135527,-0.135527,-0.135527,-0.135527,-0.135527,-0.135527,-0.135527,-0.135527,-0.135527,-0.135527,-0.135527,-0.135527,-0.135527,-0.135527,-0.135527,-0.135527,-0.135527,-0.135527,-0.135527,-0.135527,-0.135527,-0.135527,-0.135527,-0.135527,-0.135527,-0.135527,-0.135527,-0.135527,-0.135527,-0.135527,-0.135527,F
-0.140321,-0.140321,-0.140321,-0.140321,-0.140321,-0.140321,-0.140321,-0.140321,-0.140321,-0.140321,-0.140321,-0.140321,-0.140321,-0.140321,-0.140321,-0.140321,-0.140321,-0.140321,-0.140321,-0.140321,-0.140321,-0.140321,-0.140321,-0.140321,-0.140321,-0.140321,-0.140321,-0.140321,-0.140321,-0.140321,-0.140321,-0.140321,-0.140321,-0.140321,-0.140321,-0.140321,-0.140321,-0.140321,-0.140321,-0.140321,-0.140321,-0.140321,-0.140321,-0.140321,-0.140321,-0.140321,-0.140321,-0.140321,-0.140321,-0.140321,F
-0.141231,-0.141231,-0.141231,-0.141231,-0.141231,-0.141231,-0.141231,-0.141231,-0.141231,-0.141231,-0.141231,-0.141231,-0.141231,-0.141231,-0.141231,-0.141231,-0.141231,-0.141231,-0.141231,-0.141231,-0.141231,-0.141231,-0.141231,-0.141231,-0.141231,-0.141231,-0.141231,-0.141231,-0.141231,-0.141231,-0.141231,-0.141231,-0.141231,-0.141231,-0.141231,-0.141231,-0.141231,-0.141231,-0.141231,-0.141231,-0.141231,-0.141231,-0.141231,-0.141231,-0.141231,-0.141231,-0.141231,-0.141231,-0.141231,-0.141231,F
-0.141969,-0.141969,-0.141969,-0.141969,-0.141969,-0.141969,-0.141969,-0.141969,-0.141969,-0.141969,-0.141969,-0.141969,-0.141969,-0.141969,-0.141969,-0.141969,-0.141969,-0.141969,-0.141969,-0.141969,-0.141969,-0.141969,-0.141969,-0.141969,-0.141969,-0.141969,-0.141969,-0.141969,-0.141969,-0.141969,-0.141969,-0.141969,-0.141969,-0.141969,-0.141969,-0.141969,-0.141969,-0.141969,-0.141969,-0.141969,-0.141969,-0.141969,-0.141969,-0.141969,-0.141969,-0.141969,-0.141969,-0.141969,-0.141969,-0.141969,F
-0.136983,-0.136983,-0.136983,-0.136983,-0.136983,-0.136983,-0.136983,-0.136983,-0.136983,-0.136983,-0.136983,-0.136983,-0.136983,-0.136983,-0.136983,-0.136983,-0.136983,-0.136983,-0.136983,-0.136983,-0.136983,-0.136983,-0.136983,-0.136983,-0.136983,-0.136983,-0.136983,-0.136983,-0.136983,-0.136983,-0.136983,-0.136983,-0.136983,-0.136983,-0.136983,-0.136983,-0.136983,-0.136983,-0.136983,-0.136983,-0.136983,-0.136983,-0.136983,-0.136983,-0.136983,-0.136983,-0.136983,-0.136983,-0.136983,-0.136983,F
-0.139309,-0.139309,-0.139309,-0.139309,-0.139309,-0.139309,-0.139309,-0.139309,-0.139309,-0.139309,-0.139309,-0.139309,-0.139309,-0.139309,-0.139309,-0.139309,-0.139309,-0.139309,-0.139309,-0.139309,-0.139309,-0.139309,-0.139309,-0.139309,-0.139309,-0.139309,-0.139309,-0.139309,-0.139309,-0.139309,-0.139309,-0.139309,-0.139309,-0.139309,-0.139309,-0.139309,-0.139309,-0.139309,-0.139309,-0.139309,-0.139309,-0.139309,-0.139309,-0.139309,-0.139309,-0.139309,-0.139309,-0.139309,-0.139309,-0.139309,F
-0.141491,-0.141491,-0.141491,-0.141491,-0.141491,-0.141491,-0.141491,-0.141491,-0.141491,-0.141491,-0.141491,-0.141491,-0.141491,-0.141491,-0.141491,-0.141491,-0.141491,-0.141491,-0.141491,-0.141491,-0.141491,-0.141491,-0.141491,-0.141491,-0.141491,-0.141491,-0.141491,-0.141491,-0.141491,-0.141491,-0.141491,-0.141491,-0.141491,-0.141491,-0.141491,-0.141491,-0.141491,-0.141491,-0.141491,-0.141491,-0.141491,-0.141491,-0.141491,-0.141491,-0.141491,-0.141491,-0.141491,-0.141491,-0.141491,-0.141491,F
-0.139077,-0.139077,-0.139077,-0.139077,-0.139077,-0.139077,-0.139077,-0.139077,-0.139077,-0.139077,-0.139077,-0.139077,-0.139077,-0.139077,-0.139077,-0.139077,-0.139077,-0.139077,-0.139077,-0.139077,-0.139077,-0.139077,-0.139077,-0.139077,-0.139077,-0.139077,-0.139077,-0.139077,-0.139077,-0.139077,-0.139077,-0.139077,-0.139077,-0.139077,-0.139077,-0.139077,-0.139077,-0.139077,-0.139077,-0.139077,-0.139077,-0.139077,-0.139077,-0.139077,-0.139077,-0.139077,-0.139077,-0.139077,-0.139077,-0.139077,F
-0.140293,-0.140293,-0.140293,-0.140293,-0.140293,-0.140293,-0.140293,-0.140293,-0.140293,-0.140293,-0.140293,-0.140293,-0.140293,-0.140293,-0.140293,-0.140293,-0.140293,-0.140293,-0.140293,-0.140293,-0.140293,-0.140293,-0.140293,-0.140293,-0.140293,-0.140293,-0.140293,-0.140293,-0.140293,-0.140293,-0.140293,-0.140293,-0.140293,-0.140293,-0.140293,-0.140293,-0.140293,-0.140293,-0.140293,-0.140293,-0.140293,-0.140293,-0.140293,-0.140293,-0.140293,-0.140293,-0.140293,-0.140293,-0.140293,-0.140293,F
-0.140393,-0.140393,-0.140393,-0.140393,-0.140393,-0.140393,-0.140393,-0.140393,-0.140393,-0.140393,-0.140393,-0.140393,-0.140393,-0.140393,-0.140393,-0.140393,-0.140393,-0.140393,-0.140393,-0.140393,-0.140393,-0.140393,-0.140393,-0.140393,-0.140393,-0.140393,-0.140393,-0.140393,-0.140393,-0.140393,-0.140393,-0.140393,-0.140393,-0.140393,-0.140393,-0.140393,-0.140393,-0.140393,-0.140393,-0.140393,-0.140393,-0.140393,-0.140393,-0.140393,-0.140393,-0.140393,-0.140393,-0.140393,-0.140393,-0.140393,F
-0.142547,-0.142547,-0.142547,-0.142547,-0.142547,-0.142547,-0.142547,-0.142547,-0.142547,-0.142547,-0.142547,-0.142547,-0.142547,-0.142547,-0.142547,-0.142547,-0.142547,-0.142547,-0.142547,-0.142547,-0.142547,-0.142547,-0.142547,-0.142547,-0.142547,-0.142547,-0.142547,-0.142547,-0.142547,-0.142547,-0.142547,-0.142547,-0.142547,-0.142547,-0.142547,-0.142547,-0.142547,-0.142547,-0.142547,-0.142547,-0.142547,-0.142547,-0.142547,-0.142547,-0.142547,-0.142547,-0.142547,-0.142547,-0.142547,-0.142547,F
-0.139045,-0.139045,-0.139045,-0.139045,-0.139045,-0.139045,-0.139045,-0.139045,-0.139045,-0.139045,-0.139045,-0.139045,-0.139045,-0.139045,-0.139045,-0.139045,-0.139045,-0.139045,-0.139045,-0.139045,-0.139045,-0.139045,-0.139045,-0.139045,-0.139045,-0.139045,-0.139045,-0.139045,-0.139045,-0.139045,-0.139045,-0.139045,-0.139045,-0.139045,-0.139045,-0.139045,-0.139045,-0.139045,-0.139045,-0.139045,-0.139045,-0.139045,-0.139045,-0.139045,-0.139045,-0.139045,-0.139045,-0.139045,-0.139045,-0.139045,F
-0.139746,-0.139746,-0.139746,-0.139746,-0.139746,-0.139746,-0.139746,-0.139746,-0.139746,-0.139746,-0.139746,-0.139746,-0.139746,-0.139746,-0.139746,-0.139746,-0.139746,-0.139746,-0.139746,-0.139746,-0.139746,-0.139746,-0.139746,-0.139746,-0.139746,-0.139746,-0.139746,-0.139746,-0.139746,-0.139746,-0.139746,-0.139746,-0.139746,-0.139746,-0.139746,-0.139746,-0.139746,-0.139746,-0.139746,-0.139746,-0.139746,-0.139746,-0.139746,-0.139746,-0.139746,-0.139746,-0.139746,-0.139746,-0.139746,-0.139746,F
-0.140324,-0.140324,-0.140324,-0.140324,-0.140324,-0.140324,-0.140324,-0.140324,-0.140324,-0.140324,-0.140324,-0.140324,-0.140324,-0.140324,-0.140324,-0.140324,-0.140324,-0.140324,-0.140324,-0.140324,-0.140324,-0.140324,-0.140324,-0.140324,-0.140324,-0.140324,-0.140324,-0.140324,-0.140324,-0.140324,-0.140324,-0.140324,-0.140324,-0.140324,-0.140324,-0.140324,-0.140324,-0.140324,-0.140324,-0.140324,-0.140324,-0.140324,-0.140324,-0.140324,-0.140324,-0.140324,-0.140324,-0.140324,-0.140324,-0.140324,F
-0.137235,-0.137235,-0.137235,-0.137235,-0.137235,-0.137235,-0.137235,-0.137235,-0.137235,-0.137235,-0.137235,-0.137235,-0.137235,-0.137235,-0.137235,-0.137235,-0.137235,-0.137235,-0.137235,-0.137235,-0.137235,-0.137235,-0.137235,-0.137235,-0.137235,-0.137235,-0.137235,-0.137235,-0.137235,-0.137235,-0.137235,-0.137235,-0.137235,-0.137235,-0.137235,-0.137235,-0.137235,-0.137235,-0.137235,-0.137235,-0.137235,-0.137235,-0.137235,-0.137235,-0.137235,-0.137235,-0.137235,-0.137235,-0.137235,-0.137235,F
-0.137138,-0.137138,-0.137138,-0.137138,-0.137138,-0.137138,-0.137138,-0.137138,-0.137138,-0.137138,-0.137138,-0.137138,-0.137138,-0.137138,-0.137138,-0.137138,-0.137138,-0.137138,-0.137138,-0.137138,-0.137138,-0.137138,-0.137138,-0.137138,-0.137138,-0.137138,-0.137138,-0.137138,-0.137138,-0.137138,-0.137138,-0.137138,-0.137138,-0.137138,-0.137138,-0.137138,-0.137138,-0.137138,-0.137138,-0.137138,-0.137138,-0.137138,-0.137138,-0.137138,-0.137138,-0.137138,-0.137138,-0.137138,-0.137138,-0.137138,F
-0.141016,-0.141016,-0.141016,-0.141016,-0.141016,-0.141016,-0.141016,-0.141016,-0.141016,-0.141016,-0.141016,-0.141016,-0.141016,-0.141016,-0.141016,-0.141016,-0.141016,-0.141016,-0.141016,-0.141016,-0.141016,-0.141016,-0.141016,-0.141016,-0.141016,-0.141016,-0.141016,-0.141016,-0.141016,-0.141016,-0.141016,-0.141016,-0.141016,-0.141016,-0.141016,-0.141016,-0.141016,-0.141016,-0.141016,-0.141016,-0.141016,-0.141016,-0.141016,-0.141016,-0.141016,-0.141016,-0.141016,-0.141016,-0.141016,-0.141016,F
-0.141090,-0.141090,-0.141090,-0.141090,-0.141090,-0.141090,-0.141090,-0.141090,-0.141090,-0.141090,-0.141090,-0.141090,-0.141090,-0.141090,-0.141090,-0.141090,-0.141090,-0.141090,-0.141090,-0.141090,-0.141090,-0.141090,-0.141090,-0.141090,-0.141090,-0.141090,-0.141090,-0.141090,-0.141090,-0.141090,-0.141090,-0.141090,-0.141090,-0.141090,-0.141090,-0.141090,-0.141090,-0.141090,-0.141090,-0.141090,-0.141090,-0.141090,-0.141090,-0.141090,-0.141090,-0.141090,-0.141090,-0.141090,-0.141090,-0.141090,F
-0.140360,-0.140360,-0.140360,-0.140360,-0.140360,-0.140360,-0.140360,-0.140360,-0.140360,-0.140360,-0.140360,-0.140360,-0.140360,-0.140360,-0.140360,-0.140360,-0.140360,-0.140360,-0.140360,-0.140360,-0.140360,-0.140360,-0.140360,-0.140360,-0.140360,-0.140360,-0.140360,-0.140360,-0.140360,-0.140360,-0.140360,-0.140360,-0.140360,-0.140360,-0.140360,-0.140360,-0.140360,-0.140360,-0.140360,-0.140360,-0.140360,-0.140360,-0.140360,-0.140360,-0.140360,-0.140360,-0.140360,-0.140360,-0.140360,-0.140360,F
-0.142845,-0.142845,-0.142845,-0.142845,-0.142845,-0.142845,-0.142845,-0.142845,-0.142845,-0.142845,-0.142845,-0.142845,-0.142845,-0.142845,-0.142845,-0.142845,-0.142845,-0.142845,-0.142845,-0.142845,-0.142845,-0.142845,-0.142845,-0.142845,-0.142845,-0.142845,-0.142845,-0.142845,-0.142845,-0.142845,-0.142845,-0.142845,-0.142845,-0.142845,-0.142845,-0.142845,-0.142845,-0.142845,-0.142845,-0.142845,-0.142845,-0.142845,-0.142845,-0.142845,-0.142845,-0.142845,-0.142845,-0.142845,-0.142845,-0.142845,F
-0.141241,-0.141241,-0.141241,-0.141241,-0.141241,-0.141241,-0.141241,-0.141241,-0.141241,-0.141241,-0.141241,-0.141241,-0.141241,-0.141241,-0.141241,-0.141241,-0.141241,-0.141241,-0.141241,-0.141241,-0.141241,-0.141241,-0.141241,-0.141241,-0.141241,-0.141241,-0.141241,-0.141241,-0.141241,-0.141241,-0.141241,-0.141241,-0.141241,-0.141241,-0.141241,-0.141241,-0.141241,-0.141241,-0.141241,-0.141241,-0.141241,-0.141241,-0.141241,-0.141241,-0.141241,-0.141241,-0.141241,-0.141241,-0.141241,-0.141241,F
-0.140078,-0.140078,-0.140078,-0.140078,-0.140078,-0.140078,-0.140078,-0.140078,-0.140078,-0.140078,-0.140078,-0.140078,-0.140078,-0.140078,-0.140078,-0.140078,-0.140078,-0.140078,-0.140078,-0.140078,-0.140078,-0.140078,-0.140078,-0.140078,-0.140078,-0.140078,-0.140078,-0.140078,-0.140078,-0.140078,-0.140078,-0.140078,-0.140078,-0.140078,-0.140078,-0.140078,-0.140078,-0.140078,-0.140078,-0.140078,-0.140078,-0.140078,-0.140078,-0.140078,-0.140078,-0.140078,-0.140078,-0.140078,-0.140078,-0.140078,F
-0.141107,-0.141107,-0.141107,-0.141107,-0.141107,-0.141107,-0.141107,-0.141107,-0.141107,-0.141107,-0.141107,-0.141107,-0.141107,-0.141107,-0.141107,-0.141107,-0.141107,-0.141107,-0.141107,-0.141107,-0.141107,-0.141107,-0.141107,-0.141107,-0.141107,-0.141107,-0.141107,-0.141107,-0.141107,-0.141107,-0.141107,-0.141107,-0.141107,-0.141107,-0.141107,-0.141107,-0.141107,-0.141107,-0.141107,-0.141107,-0.141107,-0.141107,-0.141107,-0.141107,-0.141107,-0.141107,-0.141107,-0.141107,-0.141107,-0.141107,F
-0.134379,-0.134379,-0.134379,-0.134379,-0.134379,-0.134379,-0.134379,-0.134379,-0.134379,-0.134379,-0.134379,-0.134379,-0.134379,-0.134379,-0.134379,-0.134379,-0.134379,-0.134379,-0.134379,-0.134379,-0.134379,-0.134379,-0.134379,-0.134379,-0.134379,-0.134379,-0.134379,-0.134379,-0.134379,-0.134379,-0.134379,-0.134379,-0.134379,-0.134379,-0.134379,-0.134379,-0.134379,-0.134379,-0.134379,-0.134379,-0.134379,-0.134379,-0.134379,-0.134379,-0.134379,-0.134379,-0.134379,-0.134379,-0.134379,-0.134379,F
-0.139272,-0.139272,-0.139272,-0.139272,-0.139272,-0.139272,-0.139272,-0.139272,-0.139272,-0.139272,-0.139272,-0.139272,-0.139272,-0.139272,-0.139272,-0.139272,-0.139272,-0.139272,-0.139272,-0.139272,-0.139272,-0.139272,-0.139272,-0.139272,-0.139272,-0.139272,-0.139272,-0.139272,-0.139272,-0.139272,-0.139272,-0.139272,-0.139272,-0.139272,-0.139272,-0.139272,-0.139272,-0.139272,-0.139272,-0.139272,-0.139272,-0.139272,-0.139272,-0.139272,-0.139272,-0.139272,-0.139272,-0.139272,-0.139272,-0.139272,F
-0.135894,-0.135894,-0.135894,-0.135894,-0.135894,-0.135894,-0.135894,-0.135894,-0.135894,-0.135894,-0.135894,-0.135894,-0.135894,-0.135894,-0.135894,-0.135894,-0.135894,-0.135894,-0.135894,-0.135894,-0.135894,-0.135894,-0.135894,-0.135894,-0.135894,-0.135894,-0.135894,-0.135894,-0.135894,-0.135894,-0.135894,-0.135894,-0.135894,-0.135894,-0.135894,-0.135894,-0.135894,-0.135894,-0.135894,-0.135894,-0.135894,-0.135894,-0.135894,-0.135894,-0.135894,-0.135894,-0.135894,-0.135894,-0.135894,-0.135894,G
-0.130601,-0.130601,-0.130601,-0.130601,-0.130601,-0.130601,-0.130601,-0.130601,-0.130601,-0.130601,-0.130601,-0.130601,-0.130601,-0.130601,-0.130601,-0.130601,-0.130601,-0.130601,-0.130601,-0.130601,-0.130601,-0.130601,-0.130601,-0.130601,-0.130601,-0.130601,-0.130601,-0.130601,-0.130601,-0.130601,-0.130601,-0.130601,-0.130601,-0.130601,-0.130601,-0.130601,-0.130601,-0.130601,-0.130601,-0.130601,-0.130601,-0.130601,-0.130601,-0.130601,-0.130601,-0.130601,-0.130601,-0.130601,-0.130601,-0.130601,G
-0.130139,-0.130139,-0.130139,-0.130139,-0.130139,-0.130139,-0.130139,-0.130139,-0.130139,-0.130139,-0.130139,-0.130139,-0.130139,-0.130139,-0.130139,-0.130139,-0.130139,-0.130139,-0.130139,-0.130139,-0.130139,-0.130139,-0.130139,-0.130139,-0.130139,-0.130139,-0.130139,-0.130139,-0.130139,-0.130139,-0.130139,-0.130139,-0.130139,-0.130139,-0.130139,-0.130139,-0.130139,-0.130139,-0.130139,-0.130139,-0.130139,-0.130139,-0.130139,-0.130139,-0.130139,-0.130139,-0.130139,-0.130139,-0.130139,-0.130139,G
-0.132981,-0.132981,-0.132981,-0.132981,-0.132981,-0.132981,-0.132981,-0.132981,-0.132981,-0.132981,-0.132981,-0.132981,-0.132981,-0.132981,-0.132981,-0.132981,-0.132981,-0.132981,-0.132981,-0.132981,-0.132981,-0.132981,-0.132981,-0.132981,-0.132981,-0.132981,-0.132981,-0.132981,-0.132981,-0.132981,-0.132981,-0.132981,-0.132981,-0.132981,-0.132981,-0.132981,-0.132981,-0.132981,-0.132981,-0.132981,-0.132981,-0.132981,-0.132981,-0.132981,-0.132981,-0.132981,-0.132981,-0.132981,-0.132981,-0.132981,G
-0.139812,-0.139812,-0.139812,-0.139812,-0.139812,-0.139812,-0.139812,-0.139812,-0.139812,-0.139812,-0.139812,-0.139812,-0.139812,-0.139812,-0.139812,-0.139812,-0.139812,-0.139812,-0.139812,-0.139812,-0.139812,-0.139812,-0.139812,-0.139812,-0.139812,-0.139812,-0.139812,-0.139812,-0.139812,-0.139812,-0.139812,-0.139812,-0.139812,-0.139812,-0.139812,-0.139812,-0.139812,-0.139812,-0.139812,-0.139812,-0.139812,-0.139812,-0.139812,-0.139812,-0.139812,-0.139812,-0.139812,-0.139812,-0.139812,-0.139812,G
-0.141027,-0.141027,-0.141027,-0.141027,-0.141027,-0.141027,-0.141027,-0.141027,-0.141027,-0.141027,-0.141027,-0.141027,-0.141027,-0.141027,-0.141027,-0.141027,-0.141027,-0.141027,-0.141027,-0.141027,-0.141027,-0.141027,-0.141027,-0.141027,-0.141027,-0.141027,-0.141027,-0.141027,-0.141027,-0.141027,-0.141027,-0.141027,-0.141027,-0.141027,-0.141027,-0.141027,-0.141027,-0.141027,-0.141027,-0.141027,-0.141027,-0.141027,-0.141027,-0.141027,-0.141027,-0.141027,-0.141027,-0.141027,-0.141027,-0.141027,G
-0.142500,-0.142500,-0.142500,-0.142500,-0.142500,-0.142500,-0.142500,-0.142500,-0.142500,-0.142500,-0.142500,-0.142500,-0.142500,-0.142500,-0.142500,-0.142500,-0.142500,-0.142500,-0.142500,-0.142500,-0.142500,-0.142500,-0.142500,-0.142500,-0.142500,-0.142500,-0.142500,-0.142500,-0.142500,-0.142500,-0.142500,-0.142500,-0.142500,-0.142500,-0.142500,-0.142500,-0.142500,-0.142500,-0.142500,-0.142500,-0.142500,-0.142500,-0.142500,-0.142500,-0.142500,-0.142500,-0.142500,-0.142500,-0.142500,-0.142500,G
-0.143122,-0.143122,-0.143122,-0.143122,-0.143122,-0.143122,-0.143122,-0.143122,-0.143122,-0.143122,-0.143122,-0.143122,-0.143122,-0.143122,-0.143122,-0.143122,-0.143122,-0.143122,-0.143122,-0.143122,-0.143122,-0.143122,-0.143122,-0.143122,-0.143122,-0.143122,-0.143122,-0.143122,-0.143122,-0.143122,-0.143122,-0.143122,-0.143122,-0.143122,-0.143122,-0.143122,-0.143122,-0.143122,-0.143122,-0.143122,-0.143122,-0.143122,-0.143122,-0.143122,-0.143122,-0.143122,-0.143122,-0.143122,-0.143122,-0.143122,G
-0.128324,-0.128324,-0.128324,-0.128324,-0.128324,-0.128324,-0.128324,-0.128324,-0.128324,-0.128324,-0.128324,-0.128324,-0.128324,-0.128324,-0.128324,-0.128324,-0.128324,-0.128324,-0.128324,-0.128324,-0.128324,-0.128324,-0.128324,-0.128324,-0.128324,-0.128324,-0.128324,-0.128324,-0.128324,-0.128324,-0.128324,-0.128324,-0.128324,-0.128324,-0.128324,-0.128324,-0.128324,-0.128324,-0.128324,-0.128324,-0.128324,-0.128324,-0.128324,-0.128324,-0.128324,-0.128324,-0.128324,-0.128324,-0.128324,-0.128324,G
-0.113381,-0.113381,-0.113381,-0.113381,-0.113381,-0.113381,-0.113381,-0.113381,-0.113381,-0.113381,-0.113381,-0.113381,-0.113381,-0.113381,-0.113381,-0.113381,-0.113381,-0.113381,-0.113381,-0.113381,-0.113381,-0.113381,-0.113381,-0.113381,-0.113381,-0.113381,-0.113381,-0.113381,-0.113381,-0.113381,-0.113381,-0.113381,-0.113381,-0.113381,-0.113381,-0.113381,-0.113381,-0.113381,-0.113381,-0.113381,-0.113381,-0.113381,-0.113381,-0.113381,-0.113381,-0.113381,-0.113381,-0.113381,-0.113381,-0.113381,G
-0.125555,-0.125555,-0.125555,-0.125555,-0.125555,-0.125555,-0.125555,-0.125555,-0.125555,-0.125555,-0.125555,-0.125555,-0.125555,-0.125555,-0.125555,-0.125555,-0.125555,-0.125555,-0.125555,-0.125555,-0.125555,-0.125555,-0.125555,-0.125555,-0.125555,-0.125555,-0.125555,-0.125555,-0.125555,-0.125555,-0.125555,-0.125555,-0.125555,-0.125555,-0.125555,-0.125555,-0.125555,-0.125555,-0.125555,-0.125555,-0.125555,-0.125555,-0.125555,-0.125555,-0.125555,-0.125555,-0.125555,-0.125555,-0.125555,-0.125555,G
-0.139427,-0.139427,-0.139427,-0.139427,-0.139427,-0.139427,-0.139427,-0.139427,-0.139427,-0.139427,-0.139427,-0.139427,-0.139427,-0.139427,-0.139427,-0.139427,-0.139427,-0.139427,-0.139427,-0.139427,-0.139427,-0.139427,-0.139427,-0.139427,-0.139427,-0.139427,-0.139427,-0.139427,-0.139427,-0.139427,-0.139427,-0.139427,-0.139427,-0.139427,-0.139427,-0.139427,-0.139427,-0.139427,-0.139427,-0.139427,-0.139427,-0.139427,-0.139427,-0.139427,-0.139427,-0.139427,-0.139427,-0.139427,-0.139427,-0.139427,G
